0.616943,0.718994,0.609131,0.910889
32.020020,20.424805,14.750000,13.971924
27.499023,18.035156,15.726074,19.754883
32.681152,20.723877,15.026123,17.274902
32.662842,19.885010,15.984131,22.954102
32.726807,18.232178,15.169922,21.759033
111.659912,64.414062,44.427979,56.323975
108.599121,63.980957,46.574951,49.987061
113.571777,63.012207,44.019775,64.224121
108.502930,63.793945,51.368896,58.305908
103.590088,61.262939,55.005127,72.424072
276.345947,117.823975,88.837891,99.971924
279.351074,136.419922,110.643066,89.374023
273.229980,116.862061,91.213867,111.232910
275.896973,114.385986,77.899170,107.141113
278.019043,156.962891,85.248779,84.263916
585.893066,181.788086,173.513916,162.193848
589.561035,183.785889,171.461182,163.163086
585.810059,191.781982,137.381104,173.302979
579.134033,184.686035,165.596924,162.824951
653.245850,217.379150,176.950928,186.424072
969.674072,251.499023,215.138916,244.979004
1032.959961,244.283936,234.430176,262.148926
969.431885,256.945068,208.333008,212.557129
971.059082,267.413086,225.685791,277.500000
977.834961,255.458984,228.385010,240.169922
2542.861816,569.580078,497.781006,550.754883
2382.629883,497.110107,459.794922,566.265869
2344.816162,558.252930,497.656006,551.391113
2275.471924,574.285156,557.013916,598.261230
2282.473145,573.451904,537.563965,533.917969
4502.101807,1059.556152,1102.053955,970.779053
4762.137939,1021.980957,967.312012,991.771973
4566.847900,1057.419189,1043.146973,907.748047
4553.043945,1043.392090,940.000977,1027.145020
4620.420898,1025.962891,934.508057,1013.687012
29.466064,23.957031,13.101074,13.315918
26.252930,30.612061,13.696045,8.620117
25.548096,23.541016,14.589111,13.091064
28.632812,36.077148,15.820068,9.666992
27.162842,36.040039,14.597168,11.782959
100.623047,45.565918,26.256104,29.074951
99.560059,45.695068,26.692871,28.911133
100.203857,46.539062,25.072021,39.289062
99.788818,41.005127,27.783936,21.226074
98.969971,62.130859,31.217041,30.424072
236.022949,83.391113,55.465088,59.713867
260.371094,79.420898,46.964111,47.667969
225.016113,72.708008,67.243896,46.733154
226.739990,92.677002,69.017090,54.579834
257.091064,99.936035,77.749023,51.363037
510.286865,112.193115,79.031982,87.280029
560.487793,133.862061,95.677979,100.619873
504.244141,141.443848,101.942139,85.009033
483.255127,144.534912,98.614014,66.666016
508.447998,128.061035,109.875000,75.902100
939.833984,162.190918,121.400146,113.940918
853.250000,151.571045,120.864014,124.649902
930.950195,145.487793,107.576172,119.609131
1601.785156,151.313965,112.207031,123.392090
864.190918,147.129150,118.909912,122.804932
2345.492920,301.188965,262.497070,233.333984
2938.270996,341.752197,282.858887,275.018066
2322.675049,433.900146,271.076904,241.228027
2328.113037,256.318115,230.418945,249.034180
2348.871826,273.017090,258.236084,226.824951
4565.587891,497.745117,465.209961,466.296143
4490.853027,495.125000,466.104980,421.813965
4516.911133,490.270996,465.618896,481.478027
4572.616943,574.129883,556.264160,498.496094
4573.372070,496.238037,551.772949,481.007080
25.463135,41.081055,18.078857,14.510986
24.911865,45.138916,15.612061,9.241943
26.446045,36.191895,18.608154,13.604004
31.596924,39.974854,17.965088,16.065918
107.014893,56.020020,36.572998,28.843994
99.043945,72.927002,43.444824,26.667969
97.795898,68.863037,39.165039,30.267090
100.156982,50.477051,26.725098,20.966064
106.568115,67.594971,40.311035,30.628174
291.434082,190.272949,69.587891,53.354004
250.791992,102.004883,52.972900,44.520020
252.530029,76.478027,47.362793,39.718994
232.950195,81.813965,50.631836,42.322021
246.828857,96.611084,49.155029,51.706055
553.998047,101.151855,77.957031,66.963867
509.617920,119.151123,81.716064,67.831055
550.035889,122.792969,65.333008,69.971924
533.267090,132.715820,93.674072,59.361816
588.152100,94.257080,62.260986,49.477051
